Устройство,Услуга,Цена,Гарантия,Производитель,Тип девайса
  iPhone 14 Pro,Замена стекла (переклейка дисплея),14490.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена дисплея в сборе (оригинальная матрица),37290.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена аккумулятора,7890.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена аккумулятора - PLUS,10190.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Восстановление после попадания влаги,7490.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Замена вибромотора,6990.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена датчика освещения/приближения,6790.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена задней крышки в сборе,16890.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена кнопки включения,6890.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена кнопки переключения вибро,6890.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена кнопок громкости,6890.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена микрофона,7390.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена основной камеры,11690.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена передней камеры,6790.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена полифонического динамика,7390.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена разъема зарядки,7390.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена сим-лотка,990.0,14.0,Apple,Смартфон
  iPhone 14 Pro,Замена слухового динамика,6990.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена стекла задней крышки,10390.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена стекла камеры,6990.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Замена NFC антенны,7590.0,90.0,Apple,Смартфон
  iPhone 14 Pro,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 14 Pro,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Полировка стекла,8790.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Разбор / сбор,6490.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Ремонт с деталью клиента,6490.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Чистка динамика,6190.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Чистка сеточки верхнего микрофона,6190.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Чистка сеточки нижнего микрофона,6190.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Чистка сеточки полифонического динамика,6190.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Чистка сеточки фронтального микрофона и слухового динамика,6190.0,0.0,Apple,Смартфон
  iPhone 14 Pro,Чистка стекла основной камеры,6190.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена дисплея в сборе - КОПИЯ A+,27290.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена дисплея в сборе - КОПИЯ,18990.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена дисплея в сборе - ORIG,47290.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена стекла (переклейка дисплея),16190.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена дисплея в сборе (оригинальная матрица),39690.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена аккумулятора,8190.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена аккумулятора - PLUS,10790.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Восстановление после попадания влаги,7490.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена вибромотора,7190.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена датчика освещения/приближения,7290.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена задней крышки в сборе,17490.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена кнопки включения,6990.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена кнопки переключения вибро,6990.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена кнопок громкости,6990.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена микрофона,8190.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена основной камеры,11890.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена передней камеры,7290.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена полифонического динамика,8190.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена разъема зарядки,8190.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена сим-лотка,990.0,14.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена слухового динамика,7190.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена стекла задней крышки,11890.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена стекла камеры,6990.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Замена NFC антенны,7590.0,90.0,Apple,Смартфон
  iPhone 14 Pro Max,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 14 Pro Max,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Полировка стекла,8790.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Разбор / сбор,6490.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Ремонт с деталью клиента,6490.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Чистка динамика,6190.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Чистка сеточки верхнего микрофона,6190.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Чистка сеточки нижнего микрофона,6190.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Чистка сеточки полифонического динамика,6190.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Чистка сеточки фронтального микрофона и слухового динамика,6190.0,0.0,Apple,Смартфон
  iPhone 14 Pro Max,Чистка стекла основной камеры,6190.0,0.0,Apple,Смартфон
  iPhone 15,Замена дисплея в сборе - КОПИЯ A+,19990.0,90.0,Apple,Смартфон
  iPhone 15,Замена дисплея в сборе - КОПИЯ,15290.0,90.0,Apple,Смартфон
  iPhone 15,Замена дисплея в сборе - ORIG,33590.0,90.0,Apple,Смартфон
  iPhone 15,Замена стекла (переклейка дисплея),13090.0,90.0,Apple,Смартфон
  iPhone 15,Замена дисплея в сборе (оригинальная матрица),27090.0,90.0,Apple,Смартфон
  iPhone 15,Замена аккумулятора,8490.0,90.0,Apple,Смартфон
  iPhone 15,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 15,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 15,Замена вибромотора,7390.0,90.0,Apple,Смартфон
  iPhone 15,Замена датчика освещения/приближения,7190.0,90.0,Apple,Смартфон
  iPhone 15,Замена задней крышки в сборе,16190.0,90.0,Apple,Смартфон
  iPhone 15,Замена микрофона,8890.0,90.0,Apple,Смартфон
  iPhone 15,Замена основной камеры,9790.0,90.0,Apple,Смартфон
  iPhone 15,Замена передней камеры,7190.0,90.0,Apple,Смартфон
  iPhone 15,Замена полифонического динамика,8890.0,90.0,Apple,Смартфон
  iPhone 15,Замена разъема зарядки,8890.0,90.0,Apple,Смартфон
  iPhone 15,Замена слухового динамика,7390.0,90.0,Apple,Смартфон
  iPhone 15,Замена стекла задней крышки,10390.0,90.0,Apple,Смартфон
  iPhone 15,Замена стекла камеры,7490.0,90.0,Apple,Смартфон
  iPhone 15,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 15,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 15,Полировка стекла,9290.0,0.0,Apple,Смартфон
  iPhone 15,Разбор / сбор,6990.0,0.0,Apple,Смартфон
  iPhone 15,Ремонт с деталью клиента,6990.0,0.0,Apple,Смартфон
  iPhone 15,Чистка динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 15,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 15,Чистка сеточки верхнего микрофона,6690.0,0.0,Apple,Смартфон
  iPhone 15,Чистка сеточки нижнего микрофона,6690.0,0.0,Apple,Смартфон
  iPhone 15,Чистка сеточки полифонического динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15,Чистка сеточки фронтального микрофона и слухового динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15,Чистка стекла основной камеры,6690.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Замена дисплея в сборе - КОПИЯ A+,23390.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена дисплея в сборе - КОПИЯ,16490.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена дисплея в сборе - ORIG,37900.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена стекла (переклейка дисплея),14090.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена дисплея в сборе (оригинальная матрица),34290.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена аккумулятора,8690.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Замена вибромотора,7590.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена датчика освещения/приближения,7390.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена задней крышки в сборе,17690.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена микрофона,11090.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена основной камеры,10790.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена передней камеры,7390.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена полифонического динамика,11090.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена разъема зарядки,11090.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена слухового динамика,7590.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена стекла задней крышки,10890.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Замена стекла камеры,7490.0,90.0,Apple,Смартфон
  iPhone 15 Plus,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 15 Plus,Полировка стекла,9290.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Разбор / сбор,6990.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Ремонт с деталью клиента,6990.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Чистка динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Чистка сеточки верхнего микрофона,6690.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Чистка сеточки нижнего микрофона,6690.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Чистка сеточки полифонического динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Чистка сеточки фронтального микрофона и слухового динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15 Plus,Чистка стекла основной камеры,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Замена дисплея в сборе - КОПИЯ A+,24890.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена дисплея в сборе - КОПИЯ,20390.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена дисплея в сборе - ORIG,43990.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена стекла (переклейка дисплея),15890.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена дисплея в сборе (оригинальная матрица),35990.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена аккумулятора,8990.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Замена вибромотора,7790.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена датчика освещения/приближения,7590.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена задней крышки в сборе,18790.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена микрофона,9790.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена основной камеры,11990.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена передней камеры,7590.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена полифонического динамика,9790.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена разъема зарядки,9790.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена слухового динамика,7790.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена стекла задней крышки,11890.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Замена стекла камеры,7490.0,90.0,Apple,Смартфон
  iPhone 15 Pro,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 15 Pro,Полировка стекла,12290.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Разбор / сбор,6990.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Ремонт с деталью клиента,6990.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Чистка динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Чистка сеточки верхнего микрофона,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Чистка сеточки нижнего микрофона,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Чистка сеточки полифонического динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Чистка сеточки фронтального микрофона и слухового динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro,Чистка стекла основной камеры,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена дисплея в сборе - КОПИЯ A+,28790.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена дисплея в сборе - КОПИЯ,20390.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена дисплея в сборе - ORIG,48990.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена стекла (переклейка дисплея),17390.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена дисплея в сборе (оригинальная матрица),41690.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена аккумулятора,9990.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена вибромотора,7990.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена датчика освещения/приближения,7790.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена задней крышки в сборе,24090.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена микрофона,10190.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена основной камеры,12490.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена передней камеры,7790.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена полифонического динамика,10190.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена разъема зарядки,10190.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена слухового динамика,7990.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена стекла задней крышки,12390.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Замена стекла камеры,7490.0,90.0,Apple,Смартфон
  iPhone 15 Pro Max,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 15 Pro Max,Полировка стекла,12290.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Разбор / сбор,6990.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Ремонт с деталью клиента,6990.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Чистка динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Чистка сеточки верхнего микрофона,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Чистка сеточки нижнего микрофона,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Чистка сеточки полифонического динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Чистка сеточки фронтального микрофона и слухового динамика,6690.0,0.0,Apple,Смартфон
  iPhone 15 Pro Max,Чистка стекла основной камеры,6690.0,0.0,Apple,Смартфон
  iPhone 16,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 16,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 16 Plus,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 16 Plus,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 16 Pro,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 16 Pro,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 16 Pro Max,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 16 Pro Max,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 4,Замена дисплея в сборе - ORIG,1990.0,90.0,Apple,Смартфон
  iPhone 4,Замена аккумулятора,1290.0,90.0,Apple,Смартфон
  iPhone 4,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone 4,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 4,Восстановление после попадания влаги,1190.0,0.0,Apple,Смартфон
  iPhone 4,Восстановление слоёв платы,1190.0,30.0,Apple,Смартфон
  iPhone 4,Замена (реболл) модемного процессора,2790.0,30.0,Apple,Смартфон
  iPhone 4,Замена аудиокодека,2890.0,30.0,Apple,Смартфон
  iPhone 4,Замена вибромотора,1790.0,90.0,Apple,Смартфон
  iPhone 4,Замена винтов,490.0,14.0,Apple,Смартфон
  iPhone 4,Замена датчика освещения/приближения,1190.0,90.0,Apple,Смартфон
  iPhone 4,Замена драйвера вспышки,2490.0,30.0,Apple,Смартфон
  iPhone 4,Замена драйвера камеры,2490.0,30.0,Apple,Смартфон
  iPhone 4,Замена драйвера подсветки,2490.0,30.0,Apple,Смартфон
  iPhone 4,Замена задней крышки в сборе,1390.0,14.0,Apple,Смартфон
  iPhone 4,Замена катушки индуктивности,2490.0,30.0,Apple,Смартфон
  iPhone 4,Замена ключа зарядки,2490.0,30.0,Apple,Смартфон
  iPhone 4,Замена кнопки включения,2090.0,90.0,Apple,Смартфон
  iPhone 4,Замена кнопки переключения вибро,2090.0,90.0,Apple,Смартфон
  iPhone 4,Замена кнопки Home,1890.0,90.0,Apple,Смартфон
  iPhone 4,Замена кнопок громкости,2090.0,90.0,Apple,Смартфон
  iPhone 4,Замена контроллера питания модема,2890.0,30.0,Apple,Смартфон
  iPhone 4,Замена контроллера тачскрина,2890.0,30.0,Apple,Смартфон
  iPhone 4,Замена контроллера шумоподавления,2890.0,30.0,Apple,Смартфон
  iPhone 4,Замена контроллера Wi-fi,2890.0,30.0,Apple,Смартфон
  iPhone 4,Замена микрофона,2190.0,90.0,Apple,Смартфон
  iPhone 4,Замена основного контроллера питания,2490.0,30.0,Apple,Смартфон
  iPhone 4,Замена основной камеры,1390.0,90.0,Apple,Смартфон
  iPhone 4,Замена передатчика,2490.0,30.0,Apple,Смартфон
  iPhone 4,Замена передней камеры,1190.0,90.0,Apple,Смартфон
  iPhone 4,Замена полифонического динамика,1890.0,90.0,Apple,Смартфон
  iPhone 4,Замена преобразователя,2490.0,30.0,Apple,Смартфон
  iPhone 4,Замена разъема зарядки,2090.0,90.0,Apple,Смартфон
  iPhone 4,Замена разъема на плате,1690.0,30.0,Apple,Смартфон
  iPhone 4,Замена разъема наушников,2090.0,90.0,Apple,Смартфон
  iPhone 4,Замена рамки,2490.0,90.0,Apple,Смартфон
  iPhone 4,Замена сеточки на слуховой динамик,1090.0,14.0,Apple,Смартфон
  iPhone 4,Замена сим-лотка,590.0,14.0,Apple,Смартфон
  iPhone 4,Замена слухового динамика,1890.0,90.0,Apple,Смартфон
  iPhone 4,Замена стекла камеры,1090.0,90.0,Apple,Смартфон
  iPhone 4,Замена трансивера,2490.0,30.0,Apple,Смартфон
  iPhone 4,Замена усилителя полифонического динамика,2490.0,30.0,Apple,Смартфон
  iPhone 4,Замена элемента,990.0,30.0,Apple,Смартфон
  iPhone 4,Замена элементов,990.0,30.0,Apple,Смартфон
  iPhone 4,Замена GSM антенны,1890.0,90.0,Apple,Смартфон
  iPhone 4,Замена NAND-flash (16 Гб),2990.0,30.0,Apple,Смартфон
  iPhone 4,Замена NAND-flash (32 Гб),3490.0,30.0,Apple,Смартфон
  iPhone 4,Замена SIM-ридера,2790.0,30.0,Apple,Смартфон
  iPhone 4,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 4,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 4,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone 4,Подклейка дисплея,890.0,0.0,Apple,Смартфон
  iPhone 4,Разбор / сбор,1390.0,0.0,Apple,Смартфон
  iPhone 4,Ремонт материнской платы,2490.0,30.0,Apple,Смартфон
  iPhone 4,Ремонт с деталью клиента,1390.0,0.0,Apple,Смартфон
  iPhone 4,Ремонт цепи питания,990.0,30.0,Apple,Смартфон
  iPhone 4,Ремонт Wi-Fi модуля,2490.0,30.0,Apple,Смартфон
  iPhone 4,Срочный ремонт,690.0,0.0,Apple,Смартфон
  iPhone 4,Чистка динамика,1090.0,0.0,Apple,Смартфон
  iPhone 4,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 4,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 4,Чистка сеточки верхнего микрофона,1090.0,0.0,Apple,Смартфон
  iPhone 4,Чистка сеточки втулки шумоподавления,1090.0,0.0,Apple,Смартфон
  iPhone 4,Чистка сеточки нижнего микрофона,1090.0,0.0,Apple,Смартфон
  iPhone 4,Чистка сеточки полифонического динамика,1090.0,0.0,Apple,Смартфон
  iPhone 4,Чистка сеточки фронтального микрофона и слухового динамика,1090.0,0.0,Apple,Смартфон
  iPhone 4,Чистка стекла основной камеры,1090.0,0.0,Apple,Смартфон
  iPhone 4s,Замена дисплея в сборе - ORIG,1990.0,90.0,Apple,Смартфон
  iPhone 4s,Замена аккумулятора,1290.0,90.0,Apple,Смартфон
  iPhone 4s,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone 4s,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 4s,Восстановление после попадания влаги,1190.0,0.0,Apple,Смартфон
  iPhone 4s,Восстановление слоёв платы,1190.0,30.0,Apple,Смартфон
  iPhone 4s,Замена (реболл) модемного процессора,2790.0,30.0,Apple,Смартфон
  iPhone 4s,Замена аудиокодека,2890.0,30.0,Apple,Смартфон
  iPhone 4s,Замена вибромотора,1790.0,90.0,Apple,Смартфон
  iPhone 4s,Замена винтов,490.0,14.0,Apple,Смартфон
  iPhone 4s,Замена датчика освещения/приближения,1190.0,90.0,Apple,Смартфон
  iPhone 4s,Замена драйвера вспышки,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Замена драйвера камеры,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Замена драйвера подсветки,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Замена задней крышки в сборе,1390.0,14.0,Apple,Смартфон
  iPhone 4s,Замена катушки индуктивности,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Замена ключа зарядки,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Замена кнопки включения,2090.0,90.0,Apple,Смартфон
  iPhone 4s,Замена кнопки переключения вибро,2090.0,90.0,Apple,Смартфон
  iPhone 4s,Замена кнопки Home,1890.0,90.0,Apple,Смартфон
  iPhone 4s,Замена кнопок громкости,2090.0,90.0,Apple,Смартфон
  iPhone 4s,Замена контроллера питания модема,2890.0,30.0,Apple,Смартфон
  iPhone 4s,Замена контроллера тачскрина,2890.0,30.0,Apple,Смартфон
  iPhone 4s,Замена контроллера Wi-fi,2890.0,30.0,Apple,Смартфон
  iPhone 4s,Замена микрофона,2190.0,90.0,Apple,Смартфон
  iPhone 4s,Замена основного контроллера питания,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Замена основной камеры,1390.0,90.0,Apple,Смартфон
  iPhone 4s,Замена передатчика,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Замена передней камеры,1190.0,90.0,Apple,Смартфон
  iPhone 4s,Замена полифонического динамика,1890.0,90.0,Apple,Смартфон
  iPhone 4s,Замена преобразователя,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Замена разъема зарядки,2090.0,90.0,Apple,Смартфон
  iPhone 4s,Замена разъема на плате,1790.0,30.0,Apple,Смартфон
  iPhone 4s,Замена разъема наушников,2090.0,90.0,Apple,Смартфон
  iPhone 4s,Замена рамки,2590.0,90.0,Apple,Смартфон
  iPhone 4s,Замена сеточки на слуховой динамик,1090.0,14.0,Apple,Смартфон
  iPhone 4s,Замена сим-лотка,590.0,14.0,Apple,Смартфон
  iPhone 4s,Замена слухового динамика,1890.0,90.0,Apple,Смартфон
  iPhone 4s,Замена стекла камеры,1090.0,90.0,Apple,Смартфон
  iPhone 4s,Замена трансивера,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Замена усилителя полифонического динамика,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Замена элемента,990.0,30.0,Apple,Смартфон
  iPhone 4s,Замена элементов,990.0,30.0,Apple,Смартфон
